OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
666,Greenhouse,West Fairmount Park,West Fairmount Park,"CHAMOUNIX DR & FORD RD
CHAMOUNIX DR & FORD RD
C*",Building,Greenhouse\Nursary,,541.39629253,0.0124288,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
667,Greenhouse,West Fairmount Park,West Fairmount Park,CHAMOUNIX DR & FORD RD,Building,Greenhouse\Nursary,,825.52392918,0.0189515,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
668,"Greenland Nusery, Main Building",West Fairmount Park,West Fairmount Park,CHAMOUNIX DR & FORD RD,Building,Greenhouse\Nursary,Historic Building,493.59546683,0.01133144,19131, , ,,12Nov2013,Vanessa Miller,PPR,,Greenland Nusery
669,Robin Hood Dell East Building 2,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Concessions\Retail\Cafe,,2154.46011649,0.0494598,19132, , ,,12Nov2013,Vanessa Miller,PPR,,RHDE 
670,Robin Hood Dell East Entrance Gate & Box Office,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Multi-Use Bldg,Multi-Use Bldg,5829.75901532,0.13383339,19132, , ,,12Nov2013,Vanessa Miller,PPR,,RHDE
671,Robin Hood Dell East Building 1,Robin Hood Dell East,East Fairmount Park,3501 STRWBRRY MN. BR DR,Building,Historic House,Historic Building,10350.856524,0.23762392,19132, , ,,12Nov2013,Vanessa Miller,PPR,,RHDE 
672,12th & Cambria Playground Building,12th & Cambria Playground,12th & Cambria Playground,1149 W CAMBRIA ST,Building,Recreation Bldg,,2146.75063575,0.04928281,19133, , ,,12Nov2013,Vanessa Miller,PPR,,12th & Cambria  
673,Lilacs House,West Fairmount Park,West Fairmount Park,3600 GREENLAND DR,Building,Historic House,Historic Building,1906.01666409,0.0437563,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Lilacs House
674,Chamounix Tennis House,Chamounix,West Fairmount Park,3250 CHAMOUNIX DR,Building,Multi-Use Bldg,Multi-Use Bldg,1959.16604056,0.04497644,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Friends of Chamounix Tennis,
675,29th & Chalmers Community Building,29th & Chalmers Park,29th & Chalmers Park,3001 W LEHIGH AVE,Building,Recreation Bldg,,11951.28330548,0.27436481,19132, , ,,12Nov2013,Vanessa Miller,PPR,,29th & Chalmers Community 
676,Heitzman Recreation Center Building,Heitzman Playground,Heitzman Playground,2136 CASTOR AVE,Building,Recreation Bldg,,8937.02665306,0.20516672,19134, , ,,12Nov2013,Vanessa Miller,PPR,,Heitzman  
677,Heritage Park Playground Building,Heritage Park Playground,Heritage Park Playground,1517-33 W CLEARFIELD ST,Building,Recreation Bldg,,577.25028651,0.0132519,19132, , ,,12Nov2013,Vanessa Miller,PPR,,Heritage Park  
678,West Comfort Station Stone Toilet /Picnic Shelter,West Fairmount Park,West Fairmount Park,2700 WEST RIVER DR,Building,Pavilion\Shelter,Historic Building,1713.47721119,0.03933618,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
679,Rivera Recreation Center Building,Rivera Recreation Center,Rivera Recreation Center,3201 N 05TH ST,Building,Recreation Bldg,,20638.96672007,0.47380738,19140, , ,,12Nov2013,Vanessa Miller,PPR,,
680,Woodside Park Playground Building,Woodside Park,Woodside Park,3910-18 CONSHOHOCKEN AVE,Building,Recreation Bldg,,1399.10470603,0.03211915,19131, , ,,12Nov2013,Vanessa Miller,PPR,,
681,McVeigh Recreation Center Building,McVeigh Recreation Center,McVeigh Recreation Center,400-64 E ONTARIO ST,Building,Recreation Bldg,Historic Building,14892.42592063,0.34188442,19134, , ,,12Nov2013,Vanessa Miller,PPR,,McVeigh  
682,James Allen Shuler Playground Building,Shuler Playground,Shuler Playground,2901 N 29TH ST,Building,Recreation Bldg,,1661.44308206,0.03814164,19132, , ,,12Nov2013,Vanessa Miller,PPR,,
683,Bridesburg Recreation Center Building,Bridesburg Recreation Center,Bridesburg Recreation Center,4625 RICHMOND ST,Building,Recreation Bldg,,16429.72031084,0.37717599,19137, , ,,12Nov2013,Vanessa Miller,PPR,,Bridesburg  
684,Panati Playground Building,Panati Playground,Panati Playground,3101-27 N 22ND ST,Building,Recreation Bldg,,3956.69882347,0.09083367,19132, , ,,12Nov2013,Vanessa Miller,PPR,,Panati  
685,Chamounix Equestrian Center,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Stables,,11864.39206168,0.27237005,19131,Chamounix Stable/McCarthy Stable, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Work To Ride, Inc.",
686,Schmidt Playground Building,Schmidt Playground,Schmidt Playground,113-23 W ONTARIO ST,Building,Recreation Bldg,,1533.7060475,0.03520919,19140, , ,,12Nov2013,Vanessa Miller,PPR,,
687,Chamounix Carriage House,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,2973.55688077,0.06826375,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,
688,Chamounix Cottage,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,838.91327009,0.01925888,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Not Listed,
689,Chamounix Mansion,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Historic House,Historic Building,3300.28451252,0.07576441,19131,, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,Chamounix
690,Scanlon Recreation Center Building,Scanlon Recreation Center,Scanlon Recreation Center,1099 E TIOGA ST,Building,Recreation Bldg,Multi-Use Bldg,21617.56657706,0.49627303,19134, , ,,12Nov2013,Vanessa Miller,PPR,,
691,Chamounix Shed,West Fairmount Park,West Fairmount Park,3250 CHAMOUNIX DR,Building,Shed,,135.33479364,0.00310687,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Frnds of Chamounix-Phila Inter'l Youth Hostel,
692,Falls Road House,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Building,Historic House,Historic Building,1514.15242323,0.0347603,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Joseph F. & Elinore O' Neill,
693,Falls Road House Garage,West Fairmount Park,West Fairmount Park,3599 CONSHOHOCKEN AVE,Building,Garage\Maintenance\Storage Bldg,Historic Building,860.16971605,0.01974686,19131, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Joseph F. & Elinore O' Neill,
694,Juniata Park Older Adult Center Building,Juniata Park Older Adult Center,Tacony Creek Park,1231 E SEDGLEY AVE,Building,Older Adult Center,,13799.79827674,0.31680104,19124, , ,,12Nov2013,Vanessa Miller,PPR,,Juniata Park Older Adult Center 
695,Jerome Brown Playground Building,Kenderton Park Playground,Kenderton Park Playground,1927-41 W ONTARIO ST,Building,Recreation Bldg,,2336.13603801,0.05363052,19140, , ,,12Nov2013,Vanessa Miller,PPR,,Jerome Brown  
696,Ferry Road Tool House,East Fairmount Park,East Fairmount Park,3849 FERRY RD,Building,Historic House,Historic Building,957.09488369,0.02197196,19129,"Bathey House, The (Trolley Car Café)", ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Ferry Road Tool House
697,McDevitt Recreation Center Building,McDevitt Recreation Center,McDevitt Recreation Center,3500 CRAWFORD ST,Building,Recreation Bldg,,12579.70547415,0.28879146,19129, , ,,12Nov2013,Vanessa Miller,PPR,,McDevitt  
698,Button,East Fairmount Park,East Fairmount Park,4516 RIDGE AVE,Building,Historic House,Historic Building,2500.82586987,0.05741129,19129,"Button, The", ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Bachelors Barge Club,Button
699,Button Shed,East Fairmount Park,East Fairmount Park,4516 RIDGE AVE,Building,Shed,Historic Building,125.4165346,0.00287918,19129,"Button, The", ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Bachelors Barge Club,Button
700,Arthur Ashe Youth Tennis and Education Center,Arthur Ashe Youth Tennis & Education Center,East Fairmount Park,4842 RIDGE AVE,Building,Recreation Bldg,Multi-Use Bldg,63312.12125809,1.45345212,19129, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Arthur Ashe Youth Tennis & Education, Inc.",Arthur Ashe
701,Philadelphia Canoe Club,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Boathouse,Historic Building,3298.52707837,0.07572407,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",Phila Canoe Club
702,Phila Canoe Club Open Shed,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Shed,,566.65541884,0.01300867,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
703,Gustine Recreation Center Building,Gustine Recreation Center,East Fairmount Park,4868 RIDGE AVE,Building,Recreation Bldg,,14755.39503612,0.33873861,19129, , ,,12Nov2013,Vanessa Miller,PPR,,Gustine
704,Phila Canoe Club Wood Canoe Shed,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Shed,,624.45604803,0.0143356,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
705,Phila Canoe Club Stone Garage,East Fairmount Park,East Fairmount Park,4900 RIDGE AVE,Building,Garage\Maintenance\Storage Bldg,Historic Building,763.92620113,0.0175374,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Philadelphia Canoe Club, Inc. UNDINE",
706,Carmella Playground Building,Carmella Playground,Carmella Playground,2100 WAKELING ST,Building,Recreation Bldg,,3445.43942991,0.07909672,19124, , ,,12Nov2013,Vanessa Miller,PPR,,Carmella  
707,Piccoli Playground Building,Piccoli Playground,Piccoli Playground,1501 E BRISTOL ST,Building,Recreation Bldg,,2807.88786199,0.06446049,19124, , ,,12Nov2013,Vanessa Miller,PPR,,
708,Logan House,Hunting Park,Hunting Park,4101 OLD YORK RD,Building,Historic House,Historic Building,1610.75837983,0.03697807,19140, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Logan House
709,Juniata GC Clubhouse,Juniata Golf Course,Tacony Creek Park,4400 M ST,Building,Multi-Use Bldg,Multi-Use Bldg,5571.17888175,0.12789718,19124, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,Juniata Golf Foundation,
710,Ferko Playground Building,Ferko Playground,Tacony Creek Park,1101 E CAYUGA ST,Building,Recreation Bldg,,13511.24785423,0.31017681,19124, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Juniata Boys Club,
711,Crossan House,Fernhill Park,Fernhill Park,2561 ROBERTS AVE,Building,Historic House,Historic Building,964.20660521,0.02213523,19144, , ,,19Dec2012,Vanessa Miller,PPR,,Crossan House
712,Wissahickon Hall Shed,Wissahickon Valley Park,Wissahickon Valley Park,3600 LINCOLN DR,Building,Shed,Historic Building,297.38126729,0.00682696,19129, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff,
713,Wissahickon Hall,Wissahickon Valley Park,Wissahickon Valley Park,3600 LINCOLN DR,Building,Historic House,Historic Building,3150.04825749,0.07231545,19129, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff,Wissahickon Hall
714,Whitehall Commons Playground Building,Gambrell Playground,Gambrell Playground,1900 WAKELING ST,Building,Recreation Bldg,,9251.43981749,0.21238468,19124, , ,,12Nov2013,Vanessa Miller,PPR,,Whitehall Commons  
715,Hunting Park Maintenance Building,Hunting Park,Hunting Park,4101 OLD YORK ROAD,Building,Garage\Maintenance\Storage Bldg,,1247.66386218,0.02864254,19140, , ,,12Nov2013,Vanessa Miller,PPR,,
716,Hunting Park Concessions Building,Hunting Park,Hunting Park,1099 W HUNTING PARK AVE,Building,Concessions\Retail\Cafe,Historic Building,1773.93010708,0.04072399,19140,Hunting Park Concession Stand, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Vacant North Philadelphia Youth Association,Hunting Park
717,Hunting Park Recreation Center,Hunting Park,Hunting Park,1101 W HUNTING PARK AVE,Building,Recreation Bldg,Historic Building,8203.35516518,0.18832387,19140, , ,,12Nov2013,Vanessa Miller,PPR,,Hunting Park  
718,Moss Playground Building,Moss Playground,Moss Playground,5700 TORRESDALE AVE,Building,Recreation Bldg,Historic Building,2607.0328036,0.05984948,19135, , ,,12Nov2013,Vanessa Miller,PPR,,Moss  
719,Fernhill Park Picnic Pavilion and Bathrooms,Fernhill Park,Fernhill Park,500 ABBOTTSFORD AVE,Building,Pavilion\Shelter,Multi-Use Bldg,1038.40562323,0.02383861,19144, , ,,12Nov2013,Vanessa Miller,PPR,,Fernhill Park 
720,Fernhill Daycamp Building,Fernhill Park,Fernhill Park,4600 MORRIS STREET,Building,Recreation Bldg,,1284.93207331,0.0294981,19144, , ,,12Nov2013,Vanessa Miller,PPR,,Fernhill Parl
721,Daisy Day Camp Building and Bathrooms,Daisy Fields,Wissahickon Valley Park,620 HERMIT LA,Building,Recreation Bldg,Multi-Use Bldg,1629.5800553,0.03741016,19128, , ,,12Nov2013,Vanessa Miller,PPR,,
722,American Legion Playground Building,American Legion,American Legion,6201 TORRESDALE AVE,Building,Recreation Bldg,Historic Building,2904.44536956,0.06667716,19135, , ,,12Nov2013,Vanessa Miller,PPR,,American Legion
723,Feltonville Recreation Center Building 2,Feltonville Recreation Center,Feltonville Recreation Center,231-37 E WYOMING AVE,Building,Recreation Bldg,,5954.29780004,0.13669242,19120, , ,,12Nov2013,Vanessa Miller,PPR,,Feltonville
724,Feltonville Recreation Center Building 1,Feltonville Recreation Center,Feltonville Recreation Center,231-37 E WYOMING AVE,Building,Recreation Bldg,,12148.10045253,0.27888313,19120, , ,,12Nov2013,Vanessa Miller,PPR,,Feltonville 
725,Hermitage Stage,Wissahickon Valley Park,Wissahickon Valley Park,700 HERMIT LA,Building,Stage\Stands,,523.27382816,0.01201276,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
726,Lauretha Vaird Boys/Girls Club Rec Center Building,Lauretha Vaird Boys/Girls Club Rec Center,Tacony Creek Park,4800 WHITAKER AVE,Building,Recreation Bldg,,12438.47039695,0.28554913,19120, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Boys & Girls Club of Philadelphia,
727,Lauriston Cottage Ruins,Wissahickon Valley Park,Wissahickon Valley Park, ,Building,Historic House,Historic Building,409.8634075,0.00940921,19128, , ,,19Dec2012,Vanessa Miller,PPR,,
728,Simpson Recreation Center Building,Simpson Playground,Simpson Playground,1010 ARROTT ST,Building,Recreation Bldg,,11005.07175209,0.25264269,19124, , ,,12Nov2013,Vanessa Miller,PPR,,
729,Hermitage,Wissahickon Valley Park,Wissahickon Valley Park,700 HERMIT LA,Building,Historic House,Historic Building,3038.01118799,0.06974342,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Hermitage
730,Dorsey Playground Building,Dorsey Playground,Dorsey Playground,6501 HEGERMAN ST,Building,Recreation Bldg,,2133.82748948,0.04898613,19135, , ,,12Nov2013,Vanessa Miller,PPR,,
731,Happy Hollow Playground Building,Happy Hollow Playground,Happy Hollow Playground,4800 WAYNE AVE,Building,Recreation Bldg,Historic Building,5243.94368884,0.12038486,19144, , ,,12Nov2013,Vanessa Miller,PPR,,Happy Hollow  
732,Happy Hollow Recreation Center Building,Happy Hollow Playground,Happy Hollow Playground,4800 WAYNE AVE,Building,Recreation Bldg,Historic Building,4360.47257417,0.10010308,19144, , ,,12Nov2013,Vanessa Miller,PPR,,Happy Hollow  
733,Stenton Park Playground Building,Stenton Park Playground,Stenton Park Playground,4600 N 16TH ST,Building,Recreation Bldg,Historic Building,2855.42791477,0.06555187,19140, , ,,12Nov2013,Vanessa Miller,PPR,,
734,Loudoun Mansion,Loudoun Park,Loudoun Park,4650 GERMANTOWN AVE,Building,Historic House,Historic Building,3358.38417898,0.0770982,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Loudoun Mansion
735,McIlvain Playground Building 2,McIlvain Playground,McIlvain Playground,5200 N PENN ST,Building,Recreation Bldg,,2452.27409056,0.05629669,19124, , ,,12Nov2013,Vanessa Miller,PPR,,McIlvain  
736,Loudoun Mansion Caretakers Residence,Loudoun Park,Loudoun Park,4650 GERMANTOWN AVE,Building,Historic House,Historic Building,925.31770843,0.02124246,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Loudoun Mansion 
737,McIlvain Playground Building 1,McIlvain Playground,McIlvain Playground,5200 N PENN ST,Building,Recreation Bldg,,1212.83662433,0.02784301,19124, , ,,12Nov2013,Vanessa Miller,PPR,,McIlvain  
738,Wissinoming Playground Building,Wissinoming Playground,Wissinoming Playground,5801 FRANKFORD AVE,Building,Recreation Bldg,,1600.40034128,0.03674028,19135, , ,,12Nov2013,Vanessa Miller,PPR,,
739,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,210 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,28.54648902,0.00065534,19144,Rittenhouse Village 210, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,James H. Allen,Rittenhouse Town
740,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,210 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1335.89894277,0.03066814,19144,Rittenhouse Village 210, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,James H. Allen,Rittenhouse Town
741,Kendrick Recreation Center Building,Kendrick Recreation Center,Kendrick Recreation Center,5822-24 RIDGE AVE,Building,Recreation Bldg,Historic Building,12950.38636005,0.29730115,19128, , ,,12Nov2013,Vanessa Miller,PPR,,Kendrick  
742,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,211 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1008.57240926,0.02315373,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
743,Arrow Field Storage Building,Arrow Field,Wissahickon Valley Park, ,Building,Garage\Maintenance\Storage Bldg,,508.36158613,0.01167042,19128, , ,,12Nov2013,Vanessa Miller,PPR,,Arrow Field
744,Roosevelt Playground Building,Roosevelt Playground,Roosevelt Playground,4301 LEVICK ST,Building,Recreation Bldg,,3675.64914481,0.08438163,19135, , ,,12Nov2013,Vanessa Miller,PPR,,
745,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,207 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1015.46157165,0.02331188,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
746,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,207 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,388.93643628,0.00892879,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
747,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,209 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1466.45907002,0.0336654,19144,Rittenhouse Village 209, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
748,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,208 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1290.85022839,0.02963396,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
749,Historic Rittenhouse Town,Rittenhouse Town,Wissahickon Valley Park,206 RITTENHOUSETOWN LN,Building,Historic House,Historic Building,1844.20853812,0.04233737,19144, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Rittenhouse Town
750,Walnut Lane GC Clubhouse,Walnut Lane Golf Course,Wissahickon Valley Park,800 WALNUT LA,Building,Golf,Multi-Use Bldg,5235.88457371,0.12019985,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Impact Services Corp,
751,Walnut Lane GC Car Barn and Maintenance Shed,Walnut Lane Golf Course,Wissahickon Valley Park,800 WALNUT LA,Building,Garage\Maintenance\Storage Bldg,,8403.4538362,0.19291753,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Impact Services Corp,
752,Houseman Pool Building,Houseman Playground,Houseman Playground,5091 SUMMERDALE AVE,Building,Garage\Maintenance\Storage Bldg,,3975.84063869,0.09127311,19124, , ,,12Nov2013,Vanessa Miller,PPR,,Houseman
